feature_index,name,operator,record_source,longitude,latitude,coordinate_is_approximate,coordinate_quality,matched_area,coordinate_method,coordinate_confidence,estimated_accuracy_m,coordinate_warning,original_geometry_status,source_url
192,RANAJI ENCLAVE (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.007,28.6,True,approximate_area_centroid,ranaji enclave,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
193,KIRARI (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.052,28.706,True,approximate_area_centroid,kirari,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
194,NAWADA (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.045,28.62,True,approximate_area_centroid,nawada,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
195,ANAND PARVAT (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.174,28.66,True,approximate_area_centroid,anand parbat,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
196,KAPASHERA (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.082,28.522,True,approximate_area_centroid,kapashera,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
197,SHYAM VIHAR (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.025,28.609,True,approximate_area_centroid,shyam vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
198,JHARODA MAJRA (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.17,28.74,True,approximate_area_centroid,jharoda majra,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
199,KARAWAL NAGAR (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.276,28.728,True,approximate_area_centroid,karawal nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
200,SOUTH GAMRI (DML),Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.266,28.7,True,approximate_area_centroid,south gamri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
201,BAWANA CL,Delhi State Civil Supplies Corporation Limited (DSCSC),official listing,77.035,28.799,True,approximate_area_centroid,bawana,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,not published by source,https://dscsc.delhi.gov.in/dscsc/liquor-vends
202,SARAI PIPAL THALA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.184,28.711,True,approximate_area_centroid,sarai pipal thala,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
203,SHASTRI PARK,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.25,28.668,True,approximate_area_centroid,shastri park,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
204,SAFDARJUNG ENCLAVE - II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.196,28.565,True,approximate_area_centroid,safdarjung enclave,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
205,ZAKHIRA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.158,28.669,True,approximate_area_centroid,zakhira,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
206,VASANT ENCLAVE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.159,28.566,True,approximate_area_centroid,vasant enclave,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
207,ASHRAM,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.259,28.572,True,approximate_area_centroid,ashram,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
208,DURGA MKT. KHICHRIPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.318,28.62,True,approximate_area_centroid,durga market khichripur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
209,KRISHNA VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.077,28.701,True,approximate_area_centroid,krishna vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
210,NAND NAGRI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.308,28.691,True,approximate_area_centroid,nand nagri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
211,PITAMPURA FASHION MALL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.131,28.704,True,approximate_area_centroid,pitampura,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
212,G.T. ALIPUR BAKOLI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.135,28.802,True,approximate_area_centroid,alipur bakoli,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
213,JWALAPURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.072,28.677,True,approximate_area_centroid,jwalapuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
214,GAZIPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.323,28.627,True,approximate_area_centroid,gazipur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
215,PIRAGARHI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.679,True,approximate_area_centroid,peera garhi,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
216,SCINDIA HOUSE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.2167,28.6315,True,approximate_area_centroid,connaught place,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
217,ROHINI SEC.-24,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.093,28.725,True,approximate_area_centroid,rohini sector 24,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
218,SARITA VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.289,28.528,True,approximate_area_centroid,sarita vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
219,VIKASPURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.07,28.638,True,approximate_area_centroid,vikaspuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
220,"MOTIA KHAN, PAHARGANJ",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.2,28.649,True,approximate_area_centroid,motia khan,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
221,GUJRAWALA TOWN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.19,28.701,True,approximate_area_centroid,gujranwala town,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
222,JAHANGIR PURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.162,28.725,True,approximate_area_centroid,jahangirpuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
223,"ROHINI, SECTOR-16",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.119,28.731,True,approximate_area_centroid,rohini sector 16,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
224,UTTAM NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.056,28.621,True,approximate_area_centroid,uttam nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
225,"ROHINI, SECTOR-6",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.107,28.715,True,approximate_area_centroid,rohini sector 6,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
226,SHAKUR BASTI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.159,28.685,True,approximate_area_centroid,shakur basti,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
227,"W-MALL, SHOP NO. 2",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.116,28.701,True,approximate_area_centroid,rohini sector 3,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
228,SHAHZADA BAGH,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.163,28.672,True,approximate_area_centroid,shahzada bagh,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
229,MASUDABAD,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.045,28.62,True,approximate_area_centroid,nawada,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
230,MOTI NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.143,28.658,True,approximate_area_centroid,moti nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
231,LAJWANTI CHOWK,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.096,28.613,True,approximate_area_centroid,lajwanti chowk,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
232,"GULAB BAGH, UTTAM NAGAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.055,28.615,True,approximate_area_centroid,gulab bagh uttam nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
233,POOTH KALAN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.101,28.719,True,approximate_area_centroid,pooth kalan,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
234,MASJID MOTH,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.226,28.541,True,approximate_area_centroid,masjid moth,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
235,DWARKA SECTOR - 6,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.066,28.592,True,approximate_area_centroid,dwarka sector 6,sector_centroid,medium,900,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
236,PRASHANT VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.135,28.716,True,approximate_area_centroid,prashant vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
237,NARELA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.852,True,approximate_area_centroid,narela,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
238,BEHRA ENCLAVE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.097,28.665,True,approximate_area_centroid,behra enclave,named_parent_area_centroid,low,3000,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
239,KOTLA VILLAGE MAYUR VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.296,28.606,True,approximate_area_centroid,kotla village mayur vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
240,KASHMERE GATE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.228,28.6675,True,approximate_area_centroid,kashmere gate,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
241,"M.B. ROAD, PUSHP VIHAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.216,28.529,True,approximate_area_centroid,mb road pushp vihar,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
242,SAFDARJUNG ENCLAVE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.196,28.565,True,approximate_area_centroid,safdarjung enclave,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
243,BAWANA ROAD INDUSTRIAL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.035,28.799,True,approximate_area_centroid,bawana road industrial,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
244,CHANDNI CHOWK,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.23,28.656,True,approximate_area_centroid,chandni chowk,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
245,DILSHAD GARDEN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.321,28.681,True,approximate_area_centroid,dilshad garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
246,VISHNU GARDEN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.646,True,approximate_area_centroid,vishnu garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
247,RAJORI GARDEN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.12,28.642,True,approximate_area_centroid,rajouri garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
248,PREET VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.294,28.641,True,approximate_area_centroid,preet vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
249,KALKAJI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.255,28.535,True,approximate_area_centroid,kalkaji,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
250,NETAJI SUBHASH PALACE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.152,28.696,True,approximate_area_centroid,netaji subhash place,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
251,"MADANGIRI, KHANPUR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.232,28.514,True,approximate_area_centroid,madangir khanpur,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
252,PITAMPURA DDA MARKET,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.131,28.704,True,approximate_area_centroid,pitampura,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
253,SHALIMAR BAGH,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.157,28.716,True,approximate_area_centroid,shalimar bagh,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
254,KINGSWAY CAMP,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.206,28.7,True,approximate_area_centroid,kingsway camp,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
255,WAZIRPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.167,28.699,True,approximate_area_centroid,wazirpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
256,BHIKAJI CAMA PLACE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.188,28.568,True,approximate_area_centroid,bhikaji cama place,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
257,VASANT VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.161,28.56,True,approximate_area_centroid,vasant vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
258,"A-201, OKHLA INDL. AREA",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.273,28.539,True,approximate_area_centroid,okhla industrial area,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
259,RAJENDRA PLACE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.177,28.642,True,approximate_area_centroid,rajendra place,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
260,TDI FUN REPUBLIC MALL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.121,28.642,True,approximate_area_centroid,tdi mall rajouri,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
261,"KALKAJI, GOVINDPURI",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.263,28.541,True,approximate_area_centroid,govindpuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
262,KIRTI NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.15,28.655,True,approximate_area_centroid,kirti nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
263,VINOD NAGAR WEST,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.307,28.62,True,approximate_area_centroid,vinod nagar west,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
264,"VISHWAS NAGAR, SHAHDARA",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.287,28.664,True,approximate_area_centroid,vishwas nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
265,ROHINI SEC.-19,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.111,28.744,True,approximate_area_centroid,rohini sector 19,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
266,OLD RAJENDER NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.182,28.638,True,approximate_area_centroid,old rajinder nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
267,VIKASPURI II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.07,28.638,True,approximate_area_centroid,vikaspuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
268,GULABI BAGH L-6,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.184,28.672,True,approximate_area_centroid,gulabi bagh,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
269,JANGPURA ROAD,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.246,28.583,True,approximate_area_centroid,jangpura,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
270,AADITYA MALL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.302,28.655,True,approximate_area_centroid,aditya mega mall,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
271,"KHAYALA, VISHNU GARDEN",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.646,True,approximate_area_centroid,vishnu garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
272,ASHOK VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.176,28.696,True,approximate_area_centroid,ashok vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
273,"F-89/9, OKHLA, PHASE-I",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.278,28.548,True,approximate_area_centroid,okhla,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
274,RAJDHANI ENCLAVE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.132,28.696,True,approximate_area_centroid,rajdhani enclave,interpreted_parent_area_centroid,low,3000,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
275,"SEWA DHAM, MANDOLI",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.311,28.702,True,approximate_area_centroid,mandoli,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
276,KALKAJI EXT.,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.255,28.535,True,approximate_area_centroid,kalkaji,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
277,"A-255, OKHLA IND. AREA",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.273,28.539,True,approximate_area_centroid,okhla industrial area,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
278,NEW PATEL NAGAR (SHADIPUR) L6,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.166,28.651,True,approximate_area_centroid,patel nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
