osm_way_id,name,highway_class,lanes,width_m,surface,district,length_m
70255405,Satyagraha Marg,secondary,,,,Central,576
70255406,Vikas Marg,secondary,2,,asphalt,Central,120
70255407,Vikas Marg,primary,4,,asphalt,East,365
70258948,Mahatma Gandhi Marg,trunk,,,,New Delhi,2802
70258954,Mahatma Gandhi Marg,primary,,,,South-East,487
70258955,Mahatma Gandhi Marg,primary,4,,asphalt,South-East,106
70258956,,trunk_link,,,,South-East,587
70258957,Nizamuddin Road Flyover,trunk,,,,South-East,537
70258960,Mahatma Gandhi Marg,trunk,3,,,South-East,283
70258963,Mahatma Gandhi Marg,primary,3,,asphalt,South-East,330
70258964,,motorway_link,,,,South-East,41
70258965,Mahatma Gandhi Marg,primary,2,,asphalt,South-East,484
70258966,Nizamuddin Railway Station Flyover,trunk,2,,,South-East,450
70534947,Dallupura Marg,secondary,,,asphalt,East,658
70711615,,secondary,,,asphalt,East,74
71435185,DND Flyway,motorway,4,,,South-East,704
71605351,Dadri Road,trunk,,,,East,81
71605370,Dadri Road,trunk,,,,East,62
71605465,Dadri Road,trunk,,,,East,64
72002966,Delhi - Meerut Expressway,motorway,3,,asphalt,East,172
72002968,Delhi - Meerut Expressway,motorway,,,asphalt,South-East,136
72002971,Anand Vihar Railway Terminal Flyover,secondary,2,,asphalt,East,126
72002973,Ghazipur Road,secondary,,,asphalt,Shahdara,1307
72002974,Vivek Vihar Railway Flyover,secondary,1,,asphalt,Shahdara,224
72002985,Major Somnath Marg,secondary,2,,asphalt,Shahdara,1013
72002990,Anand Vihar Railway Terminal Flyover,secondary,2,,asphalt,East,346
72002996,Delhi - Meerut Expressway,motorway,,,asphalt,East,675
74851427,Shivaji Flyover,secondary,,,,Central,543
74851428,Tolstoy Marg,secondary,,,asphalt,New Delhi,450
76702389,Swami Dayanand Marg,primary,,,,East,10
76702776,,secondary,,,,East,414
76702787,National Highway 24 Bypass Flyover,trunk,,,,East,249
76727403,Road Number 57,primary,,,,East,320
76727472,Road Number 57,primary,,,asphalt,East,67
76727572,Ghazipur Road,secondary,2,,asphalt,East,306
76727604,Road Number 57,primary,,,,East,67
76733233,Karkari Mor Flyover,primary,2,,asphalt,East,14
76733280,Road Number 57,primary,2,,asphalt,Shahdara,2160
76834865,Akshardham Flyover,trunk,3,,asphalt,East,292
76834866,Delhi - Meerut Expressway,motorway,3,,asphalt,South-East,363
76834869,Noida Link Road,trunk,,,,East,302
76834871,Dadri Road,trunk,4,,asphalt,East,477
76834872,Delhi - Meerut Expressway,motorway,3,,asphalt,East,793
76834874,,primary_link,2,,asphalt,East,161
76834878,Delhi - Meerut Expressway,motorway,2,,asphalt,East,604
76834879,,trunk_link,,,,East,105
76834883,Delhi - Meerut Expressway,motorway,3,,asphalt,East,32
76834884,Delhi - Meerut Expressway,motorway,,,asphalt,East,632
76834885,,trunk_link,,,,East,307
76834886,Delhi - Meerut Expressway,trunk,,,asphalt,East,79
76834888,,trunk_link,,,,East,214
76834891,Delhi - Meerut Expressway,motorway,3,,asphalt,South-East,600
76834893,Delhi - Meerut Expressway,motorway,3,,asphalt,East,29
76834894,NH24 Bypass,trunk,6,,,East,188
76834897,,trunk_link,,,,East,86
76834898,Delhi - Meerut Expressway,motorway,3,,asphalt,East,270
76834899,Flyover,trunk,,,,East,37
76834900,,trunk_link,,,,East,245
76834904,Flyover,trunk,,,,East,160
76834905,Delhi - Meerut Expressway,motorway,,,asphalt,East,36
76834906,Akshardham Flyover,trunk,4,,asphalt,East,442
76834907,Delhi - Meerut Expressway,trunk,,,asphalt,South-East,134
76834908,Delhi - Meerut Expressway,trunk,4,,asphalt,East,599
76834909,Delhi - Meerut Expressway,motorway,,,asphalt,East,832
76842646,Delhi - Meerut Expressway,motorway,3,,asphalt,East,25
76842647,Delhi - Meerut Expressway,motorway,,,asphalt,East,32
76842648,Delhi - Meerut Expressway,motorway,,,asphalt,East,831
76842649,Delhi - Meerut Expressway,motorway,,,asphalt,East,661
76849140,Kotla Road,secondary,1,,asphalt,East,312
76849148,Khichripur Road,secondary,4,,asphalt,East,674
76849153,Mother Dairy Road,secondary,2,,asphalt,East,111
76849155,Noida Road,secondary,,,,East,52
76849171,Kotla Road,secondary,2,,,East,473
76849177,Noida Road,secondary,,,,East,12
76849181,Swami Dayanand Marg,primary,,,asphalt,East,438
76849195,DND Flyway,motorway,4,,asphalt,South-East,593
76849202,Mother Dairy Road,secondary,2,,asphalt,East,108
76849204,,secondary,1,,asphalt,East,74
76849208,,secondary,,,,East,34
76849218,,secondary_link,,,,East,43
76849228,Ghazipur Road,secondary,3,,asphalt,East,2263
76849232,Swami Dayanand Marg,primary,,,,East,47
76849238,Mother Dairy Road,secondary,3,,,East,429
76849268,,secondary_link,,,,East,53
76849269,Swami Dayanand Marg,primary,,,,East,49
76849289,Khichripur Road,secondary,,,,East,15
76849306,DND Flyway,motorway,4,,asphalt,South-East,594
76849332,Swami Dayanand Marg,primary,2,,asphalt,East,33
76849380,Kotla Road,secondary,2,,asphalt,East,370
76849382,Kotla Road,secondary,1,,asphalt,East,343
76849396,,secondary,,,,East,23
76849415,DND Flyway,motorway,4,,,South-East,717
76849417,Mother Dairy Road,secondary,,,,East,359
76849474,Mother Dairy Road,secondary,,,,East,399
76849496,Delhi - Meerut Expressway,motorway,,,asphalt,East,315
76849515,Noida Road,secondary,,,asphalt,East,20
77004692,,trunk,,,,East,137
77004708,,trunk,,,,East,132
77011092,,trunk_link,,,,East,353
77011103,,trunk_link,2,,asphalt,East,537
77011111,,trunk_link,2,,,East,742
77015779,Jangpura Road Flyover,primary,2,,asphalt,South-East,134
77015802,Jangpura Road Flyover,primary,2,,asphalt,South-East,26
77015815,Jangpura Road Flyover,primary,2,,asphalt,South-East,141
77015834,Jangpura Road Flyover,primary,2,,asphalt,South-East,27
77339655,Mathura Road,primary,3,,asphalt,South-East,494
77339656,Mathura Road,primary,3,,asphalt,South-East,765
77339657,Mathura Road,primary,,,asphalt,South-East,79
77339658,Mathura Road,primary,,,asphalt,South-East,78
77349457,Jangpura Road Flyover,primary,2,,asphalt,South-East,72
77349459,,secondary_link,2,,asphalt,New Delhi,445
77349460,Oberoi Flyover,secondary,3,,asphalt,New Delhi,213
77349463,,secondary_link,,,asphalt,South-East,161
77349464,Lala Lajpat Rai Path,secondary,,,,South-East,212
77349465,,secondary_link,,,,New Delhi,372
77349468,Shri Maa Anandamai Marg,secondary,,,,South-East,91
77349469,Mahatma Gandhi Marg,primary,,,,South-East,310
77349473,Modi Mill Flyover,primary,,,,South-East,192
77349475,Jangpura Road Flyover,primary,2,,asphalt,South-East,70
77349478,,secondary_link,,,,South-East,233
77349483,Mahatma Gandhi Marg,primary,,,,South-East,117
77349484,Outer Ring Road,primary,,,,South-East,373
77349485,Doctor Zakir Hussain Marg,secondary,2,,asphalt,New Delhi,660
77349486,,secondary,,,,South-East,74
77349488,Mathura Road,primary,,,,South-East,273
77349489,Mahatma Gandhi Marg,primary,,,asphalt,South-East,558
77349493,,secondary_link,,,asphalt,South,190
77349496,,secondary_link,,,,South-East,421
77349503,Modi Mill Flyover,secondary,,,,South-East,146
77349507,Lala Lajpat Rai Path,secondary,,,asphalt,South-East,569
77349510,Mahatma Gandhi Marg,primary,,,,South-East,118
77349520,,secondary_link,,,,South-East,60
77349521,Oberoi Flyover,secondary,3,,asphalt,South-East,274
77349522,Lala Lajpat Rai Path,secondary,,,asphalt,South-East,431
77349525,Modi Mill Flyover Ramp,trunk_link,,,,South-East,19
77349527,Oberoi Flyover,secondary,,,asphalt,South-East,212
77349529,,secondary_link,,,asphalt,South-East,68
77349531,Jangpura Road Flyover,primary,2,,asphalt,South-East,73
77349533,Lala Lajpat Rai Path,secondary,,,asphalt,South-East,566
77349535,,secondary_link,,,asphalt,South-East,74
77349537,MP Road,secondary,,,,South-East,278
77349538,Modi Mill Flyover Ramp,trunk_link,,,,South-East,127
77349539,,secondary_link,,,,South,167
77349540,Captain Gaur Marg,secondary,2,,asphalt,South-East,2092
77355791,Archbishop Makarios Marg,secondary_link,1,,asphalt,New Delhi,102
77355792,,secondary,,,,South-East,54
77355793,Archbishop Makarios Marg,secondary_link,,,asphalt,New Delhi,76
77355794,,secondary,,,asphalt,South-East,311
77355795,Archbishop Makarios Marg,secondary_link,,,asphalt,New Delhi,69
77355796,,secondary_link,,,,South-East,84
77355797,Outer Ring Road,primary,,,asphalt,South-East,176
77355798,Kalkaji Flyover,primary,,,,South-East,52
77355799,Shanti Path,secondary,,,asphalt,South-West,880
77355801,Shanti Path,secondary,3,,asphalt,New Delhi,134
77355802,Shanti Path,secondary,,,asphalt,South-West,135
77355803,Kalkaji Flyover,primary,,,asphalt,South-East,514
77355804,Shanti Path,secondary,,,asphalt,New Delhi,142
77355807,,secondary_link,,,asphalt,South-West,35
77355809,Palam Marg,secondary,3,,asphalt,South-West,326
77363919,,trunk_link,,,asphalt,South,24
77363921,,primary,,,,South-West,72
77363924,Khelgaon Flyover,primary,2,,asphalt,South,513
77363925,Outer Ring Road,primary,2,,asphalt,South,434
77363928,IIT Flyover,primary,2,,asphalt,South-West,559
77363930,,primary_link,,,,South-West,54
77363931,Ho Chi Minh Marg,primary,,,,South,665
77363934,Chirag Delhi Flyover,primary,,,asphalt,South,645
77363935,Lala Lajpat Rai Marg,secondary,2,,asphalt,South-East,698
77363936,Rao Tula Ram Marg,primary,,,asphalt,South-West,1597
77363937,Nehru Place Flyover,primary,,,asphalt,South-East,129
77363938,Yakshini Chowk Underpass,primary,,,,South-West,101
77363939,Nehru Place Flyover,primary,,,asphalt,South-East,391
77363941,Ho Chi Minh Marg,primary,3,,asphalt,South,249
77363942,Chirag Delhi Flyover,primary,,,asphalt,South,649
77363943,Outer Ring Road,primary_link,,,asphalt,South-East,373
77363945,,trunk_link,,,asphalt,South-West,40
77363948,Ho Chi Minh Marg,primary,,,asphalt,South,258
77363953,,trunk_link,,,asphalt,South,57
77363954,,secondary,,,,South-West,464
77363957,,primary,,,,South-West,855
77363963,Savitri Flyover,primary,,,asphalt,South,439
77363966,,motorway_link,,,,South-West,141
77363968,Ho Chi Minh Marg,primary_link,,,asphalt,South,363
77363969,,motorway_link,3,,,South-West,148
77363973,,trunk_link,,,asphalt,South-West,87
77363974,Ho Chi Minh Marg,primary_link,,,asphalt,South,502
77363977,Maharishi Dayanand Marg,secondary,,,,South,112
77363979,Yakshini Chowk Underpass,primary,,,,South-West,345
77363987,Aurobindo Marg,trunk,,,asphalt,South,13
77363988,,primary,,,,South-West,435
77363989,Nehru Place Flyover,primary,2,,asphalt,South-East,391
77363990,,secondary_link,,,asphalt,South,106
77363991,August Kranti Marg,secondary,3,,,South,560
77363992,Yakshini Chowk Underpass,primary,,,,South-West,106
77363993,,primary_link,,,asphalt,South,27
77363994,IIT Flyover,primary,2,,asphalt,South,557
77363995,,primary_link,,,asphalt,South,121
77363996,Lala Lajpat Rai Marg,secondary,,,,South-East,1674
77363998,,primary,3,,asphalt,South-West,188
77364002,,secondary_link,,,,South,39
77364005,Ho Chi Minh Marg,primary_link,,,asphalt,South,427
77364006,Josip Broz Tito Marg,secondary,3,,asphalt,South,690
77364007,Ulan Batar Road,primary,,,asphalt,South-West,613
77364010,,motorway_link,,,,South-West,365
77364013,Rao Tula Ram Marg,primary,,,asphalt,South-West,2036
77364016,Khelgaon Flyover,primary,2,,asphalt,South,511
77364020,,primary_link,,,,South,85
77364024,Khelgaon Flyover,primary,2,,asphalt,South,41
77364025,,primary,,,,South-West,382
77364026,,secondary_link,,,,South,81
77364029,Khelgaon Flyover,primary,,,asphalt,South,35
77364030,,motorway_link,,,,South-West,32
77617146,Netaji Subhash Marg,secondary,,,,North,462
77617169,Lothiyan Road,secondary,,,,North,318
77617172,Ring Road,trunk,4,,asphalt,North,1152
77617183,,secondary,2,,asphalt,North,87
77617185,,secondary_link,,,,North,76
77617187,,secondary,,,,North,30
77617191,Kela Ghat Marg,secondary_link,,,,North,133
77617192,,primary,,,,North,50
77617199,Netaji Subhash Marg,secondary,,,asphalt,North,408
77617201,,secondary_link,,,,North,89
77617205,Shyama Prasad Mukherji Marg,secondary,,,,North,1048
77617224,,trunk_link,4,,,North,542
77617230,Kela Ghat Marg,secondary_link,,,,North,122
77617232,Mahatma Gandhi Marg,trunk,,,asphalt,North,264
77617234,,secondary,,,,North,51
77617237,,secondary_link,,,,North,68
77617256,,secondary_link,,,,North,103
77619344,Lothiyan Road,secondary,,,,North,313
77619354,Qutab Road,secondary,,,asphalt,North,338
77619363,Azad Market Road,secondary,,,,North,415
77619368,Qutab Road,secondary,,,asphalt,North,337
77629864,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,North-West,45
77629865,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,Outer North,370
77629866,Mahatma Gandhi Road,secondary_link,,,,North-West,44
77629867,,trunk_link,,,,North-West,396
77629868,Azadpur Flyover,primary,,,,North-West,80
77629872,,secondary,,,,Outer North,70
77629874,Azadpur Flyover,primary,,,,North-West,547
77629876,,secondary_link,,,,North-West,55
77629877,Mahatma Gandhi Road,secondary,,,asphalt,North-West,276
77629878,Mahatma Gandhi Marg,primary,,,,North,27
77629879,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,North-West,519
77629881,Mahatma Gandhi Marg,primary,3,,asphalt,North-West,532
77629882,Doctor KB Hedgewar Marg,trunk,,,,North-West,380
77629885,,trunk_link,,,,North-West,102
77629887,Mall Road,primary,,,,North-West,562
77629890,Arihant Marg,primary,,,,North-West,1237
77629891,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,Outer North,200
77629892,Mahatma Gandhi Road,primary,,,asphalt,North-West,21
77629893,,secondary_link,,,,North-West,71
77629895,Mahatma Gandhi Marg,primary,,,,North-West,47
77629896,Shalimar Bagh Flyover,primary,3,,asphalt,North-West,1462
77629899,Mahatma Gandhi Road,primary,,,,North-West,109
77629900,,secondary,,,,North-West,1029
77629901,,trunk_link,,,,Outer North,282
77629902,,secondary_link,2,,asphalt,North-West,53
77629903,Mahatma Gandhi Marg,primary,2,,asphalt,North-West,898
77629904,Grand Trunk Road,trunk,4,,,Outer North,2162
77629908,,trunk_link,,,,North-West,19
77629909,Mall Road Extension,secondary,,,,North-West,1071
77629911,Mahatma Gandhi Road,primary,2,,asphalt,North,60
77629912,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,North-West,396
77629918,,trunk_link,,,,Outer North,145
77629920,Outer Ring Road,trunk,,,,North-West,146
77629923,Outer Ring Road,trunk,,,,North-West,101
77629924,,secondary,,,,North,90
77629925,Mahatma Gandhi Road,primary,,,asphalt,North-West,72
77629926,,trunk_link,,,,Outer North,86
77629927,,trunk,,,,Outer North,88
77629928,Azadpur Flyover,primary,,,,North-West,548
77629931,Shaheed Captain Vikram Batra Flyover,trunk_link,,,,Outer North,20
77629932,Mahatma Gandhi Marg,primary,,,asphalt,North-West,44
77629936,,trunk,,,,Outer North,89
77629937,Mahatma Gandhi Marg,primary,2,,asphalt,North,740
77629940,,trunk_link,,,,North-West,97
77629941,Outer Ring Road,trunk,,,,North-West,103
77629942,,secondary_link,,,,North-West,369
77629943,,trunk_link,,,,Outer North,100
77629944,Mahatma Gandhi Marg,primary,3,,asphalt,North,1060
77629945,Shaheed Captain Vikram Batra Flyover,trunk,,,,Outer North,131
77629946,,trunk_link,,,,North-West,665
77629947,Shaheed Captain Vikram Batra Flyover,trunk,,,,Outer North,243
77629949,,trunk_link,,,,Outer North,328
77629953,Mahatma Gandhi Marg,primary,,,,South-West,429
77629955,Shaheed Captain Vikram Batra Flyover,trunk,,,,North-West,134
77643332,,primary_link,,,,Outer,56
77643337,,primary,,,,Outer,312
77643342,Outer Ring Road,trunk,,,,Outer,316
77643345,Outer Ring Road,primary,,,,Outer,197
77643349,Wazirpur Flyover,secondary,,,,North-West,98
77643353,Bhagwan Mahavir Marg,secondary,,,,Rohini,4494
77643368,,trunk_link,,,,Outer,93
77643370,Outer Ring Road,primary,,,,Outer,22
77643373,Outer Ring Road,primary,3,,asphalt,West,3003
77643380,Outer Ring Road,primary,,,asphalt,West,359
77643383,Outer Ring Road,primary,,,,Outer,377
77643387,,primary_link,,,,Rohini,47
77643390,New Kanjhawala Link Road,secondary,,,asphalt,Outer,411
77643393,Panjabi bagh Underpass,primary,2,,,West,290
77643395,,trunk_link,,,,Outer,53
77643397,Outer Ring Road,trunk,3,,,North-West,2208
77643398,Outer Ring Road,trunk,3,,,North-West,2214
77643404,Mangolpuri Flyover,trunk,,,,Outer,139
77643406,,trunk_link,,,,Outer,65
77643410,Outer Ring Road,primary,,,,Outer,387
77643412,Outer Ring Road,primary,,,,Outer,195
77643416,Outer Ring Road,trunk,,,,Outer,323
77643417,Bhera Enclave Underpass,primary,,,,Outer,100
77643418,,primary_link,,,,Outer,45
77643424,Mangolpuri Flyover,trunk,,,,Outer,140
77643425,Outer Ring Road,trunk,,,,Outer,317
77643427,Outer Ring Road,primary,,,,Outer,254
77643430,,secondary,,,asphalt,Outer,27
77643432,,trunk_link,,,,Outer,88
77643433,Outer Ring Road Underpass,trunk,,,,Outer,61
77643435,Outer Ring Road,primary,,,,Outer,556
77643436,,primary_link,,,,Outer,51
77643440,Outer Ring Road,trunk,,,,Outer,33
77643442,Outer Ring Road,trunk,,,,Outer,377
77643444,Bhera Enclave Underpass,primary,,,,Outer,99
77643445,,trunk_link,,,,Outer,87
77643448,Outer Ring Road,primary,,,,Outer,264
77643452,Outer Ring Road,trunk,,,,Outer,33
77643454,Outer Ring Road,primary,,,,Outer,344
77643459,Outer Ring Road,primary,,,,Outer,378
77643474,,primary,,,,Outer,679
77645932,,secondary,,,asphalt,West,31
77645935,Shivaji Marg Flyover,secondary,,,,West,556
77645937,Shivaji Marg,secondary,,,asphalt,West,876
77645945,Shivaji Marg,primary,,,asphalt,West,790
77645950,Shivaji Marg,secondary,,,asphalt,West,335
77743760,Wazirpur Flyover,secondary,,,asphalt,North-West,624
77743762,,primary_link,,,,North-West,88
77743763,,primary_link,,,asphalt,North-West,182
77743767,Maharaja Nahar Singh Marg Flyover,secondary,,,,North-West,46
77743784,Prembari Underpass,primary,,,asphalt,North-West,73
77743786,,primary_link,,,,North-West,200
77743787,Prembari Underpass,primary,,,asphalt,North-West,20
77743791,,primary_link,,,,North-West,70
77743792,Mahatma Gandhi Road,primary,,,asphalt,North-West,210
77743793,,primary_link,,,asphalt,North-West,44
77743799,Maharaja Nahar Singh Marg Flyover,secondary,,,,North-West,43
77743802,Wazirpur Flyover,secondary,,,,North-West,629
77743808,Bhagwan Mahavir Marg,secondary,,,asphalt,Rohini,1802
77743815,Mahatma Gandhi Road,primary,,,asphalt,North-West,970
77743816,,primary_link,,,asphalt,North-West,330
77743820,Prembari Underpass,primary,,,asphalt,North-West,127
77743821,Maharaja Nahar Singh Marg Flyover,secondary,,,,North-West,259
77743823,Prembari Underpass,primary,,,asphalt,North-West,136
77743827,,primary_link,,,,North-West,35
77743837,,primary_link,,,,North-West,22
77743846,,primary_link,,,asphalt,North-West,24
77743854,Prembari Underpass,primary,,,asphalt,North-West,22
77743856,Maharaja Nahar Singh Marg Flyover,secondary,,,,North-West,237
77743866,,primary_link,,,asphalt,North-West,18
77743867,Prembari Underpass,primary,,,asphalt,North-West,70
77759935,Lala Jagat Narayan marg,primary_link,,,,North-West,214
77759984,,primary_link,,,,North-West,359
77766225,Punjabi Bagh Chowk,primary,3,,,West,122
77766227,Shri Hans Maharaj Flyover,primary,3,,asphalt,West,133
77766229,,secondary_link,,,,North-West,36
77766230,Shri Hans Maharaj Flyover,primary,3,,asphalt,West,512
77766231,Ring Road,primary,,,asphalt,West,158
77766232,Rani Jhansi Road,secondary,,,asphalt,Central,617
77766233,Panjabi bagh Underpass,primary,2,,,West,104
77766235,Mahatma Gandhi Road,primary,3,,asphalt,North-West,1170
77766236,Ch Brahm Prakash Flyover,primary,2,,asphalt,North-West,611
77766237,Ch Brahm Prakash Flyover,primary,2,,asphalt,North-West,612
77766238,Ring Road,primary,,,asphalt,West,531
77766239,Rohtak Road,primary_link,,,,West,315
77766240,Panjabi bagh Underpass,primary,2,,,West,102
77766241,Rohtak Road,primary,,,,West,336
77766243,,secondary_link,,,,North-West,53
77766245,Britannia Road Underpass,secondary,,,,North-West,209
77766246,,primary_link,,,asphalt,West,42
77766247,Shri Hans Maharaj Flyover,primary,3,,asphalt,West,514
77766248,,secondary_link,,,,North-West,83
77766249,Mahatma Gandhi Road,primary,3,,asphalt,North-West,307
77766250,Rohtak Road,primary,,,,West,304
